3.115997	1.873875
3.446356	1.931754
3.071908	1.810298
3.512401	1.50557
2.793507	2.615971
3.141959	2.362119
2.65611	2.248274
3.194451	1.346595
2.775412	1.823766
2.724534	1.931452
3.040321	2.414879
3.181338	2.059061
3.345428	1.992188
3.157567	1.885129
3.125577	2.243835
3.194552	2.286935
3.115426	2.259288
2.695113	2.115511
2.738588	2.56773
2.58126	1.483073
3.086975	3.284947
2.69762	2.008343
3.359318	2.134281
2.802448	2.57119
2.779169	2.651273
2.996788	2.072245
3.268175	1.913796
3.135806	1.620511
3.023422	1.900801
2.864597	1.820243
2.963102	1.860624
2.920784	1.426574
3.07078	2.569704
3.346714	2.069713
3.095207	2.048782
2.691241	1.523338
3.162842	2.108371
3.017392	1.972075
2.5649	1.819313
2.849671	2.264299
3.099824	2.81084
2.964857	1.286242
3.004045	1.55926
3.149441	1.353508
3.202139	1.702234
2.931425	1.40871
2.855963	2.067341
3.03064	1.859267
3.113703	2.0265
2.927777	1.962025
3.104371	2.620857
2.783646	1.805139
2.693116	1.57864
2.902409	2.031403
3.087366	2.464725
3.475392	1.485536
2.981876	1.655722
2.547331	1.755973
2.924558	1.914617
2.8591	1.534427
2.888804	1.694276
3.121276	2.265563
3.148751	2.02077
3.091873	2.173322
3.210336	2.680661
2.930761	1.729507
3.045219	1.796861
2.641336	2.501111
3.136912	2.535652
2.987288	2.122569
3.221608	1.61869
3.19361	1.807255
3.040007	2.478842
3.294226	1.586016
3.144956	2.113366
3.274219	2.215595
3.200307	2.127273
3.048763	1.790358
3.090287	1.952984
2.835731	0.974483
3.128026	2.224803
3.058327	1.753523
3.389225	1.773847
3.103558	1.697391
3.30463	2.487617
2.843307	2.573419
3.17762	1.710345
2.596003	1.677494
3.416273	2.314675
3.138019	2.155222
3.122434	2.805329
3.219778	2.050069
2.91413	2.470624
2.960644	1.776109
2.868322	1.772162
3.248969	1.937926
3.322494	1.516228
3.077994	2.03559
2.574986	2.444832
2.921289	1.767782
3.086873	3.158791
2.728187	4.551872
2.941115	3.758247
3.029882	3.80985
2.942066	4.032289
3.07076	3.879198
3.204243	3.408548
3.15249	3.697363
3.533697	4.417412
2.306944	3.771138
3.05206	4.69089
2.693609	4.236048
2.92646	3.700601
2.551071	4.558319
3.42744	4.063341
2.939131	3.550326
3.258193	3.462729
2.804481	4.589833
3.004677	4.387113
4.254793	4.546655
4.040311	4.110332
2.472345	3.338108
3.242217	3.391811
3.271156	3.59414
2.807431	4.102951
3.373737	4.092399
3.495768	4.808125
2.968982	3.810895
2.501059	4.071152
2.997053	3.645866
3.135218	3.963036
3.49146	3.837657
2.840183	4.325235
2.615967	3.94735
3.489401	3.59048
3.779171	3.820234
3.003385	4.102017
2.372209	4.00678
2.275137	4.603913
3.004557	3.215312
2.553731	3.60874
2.315025	3.770011
2.950412	3.739422
2.721043	4.440345
2.566648	3.881871
3.178216	3.396489
2.545775	4.136694
2.578428	3.959923
3.126034	3.613377
2.999275	4.829367
2.790238	3.842703
4.010881	3.871369
3.22655	4.178628
2.644172	3.675091
2.944238	4.246425
3.665798	3.927496
3.546033	3.366241
1.586808	4.67714
2.437979	4.09143
3.484335	4.209016
2.381478	3.996749
2.904607	4.248129
3.042941	3.125141
3.033749	4.046439
2.725673	4.70987
2.975937	3.813758
2.829751	3.74947
2.856373	4.83302
2.152058	3.985967
2.375749	3.699586
3.438581	3.941074
2.333371	4.255481
3.299555	3.7959
4.163843	4.073555
3.669762	3.870172
3.104916	4.151701
3.361912	3.027291
3.393263	3.652665
2.890671	4.127588
2.703405	4.340083
3.287163	4.270252
3.120834	3.597238
3.994846	3.830367
3.467067	4.125374
3.520535	3.535877
2.657797	4.308764
3.530787	3.701828
3.696873	3.335041
2.20051	3.66895
3.70993	3.7471
3.351381	4.080132
3.785353	3.249189
1.945693	3.692929
2.797106	4.459176
3.476156	3.722905
2.359531	3.774975
2.305398	4.239013
3.174741	4.510483
2.972658	3.479721
3.077934	3.957988
2.83138	3.843459
2.298613	3.700202
2.150187	3.887638
2.222521	4.25879
2.701874	3.902779
2.920831	4.255119
2.891445	4.128774
1.965649	3.900557
1.997035	3.974368
3.064343	4.23824
3.292647	4.24495
4.690709	4.263978
2.39132	4.174376
2.488015	3.96109
2.55216	4.082394
3.05045	3.854794
3.863027	4.218246
3.753615	3.994996
3.426368	4.242696
2.270938	3.980831
2.949128	4.115245
2.559143	3.753075
3.326771	4.039663
1.841489	3.865219
3.555047	4.253045
2.525854	3.836132
2.633183	4.292775
3.297579	4.262825
4.415699	3.894358
3.435473	4.04847
3.577537	4.146222
4.034166	4.146462
1.276923	4.005395
3.484589	3.959554
3.525639	3.971658
2.659067	3.884733
2.775776	4.134516
2.853608	3.953365
4.12852	4.156682
3.43518	4.025133
1.035327	4.29964
2.58436	3.840201
4.407893	4.073464
2.059087	4.261244
3.414068	3.873375
4.163422	4.135394
2.918194	3.607781
4.944377	3.577781
1.748214	3.84269
2.697035	4.192658
14.054415	12.817662
15.877744	11.54113
14.740963	12.403227
15.074732	11.83603
14.910941	12.332115
17.066283	11.760665
14.289775	12.208722
15.09459	12.551615
14.624818	11.534711
14.523945	12.980673
15.621705	12.78058
15.555332	12.195674
14.849043	11.962297
15.039018	12.693177
13.688407	13.200488
14.333833	11.950054
15.480295	10.744736
15.791201	12.103185
14.084936	12.219533
15.35976	11.32888
14.016182	13.149628
15.198149	12.54891
16.165362	12.17931
14.248598	11.778737
13.597061	12.160105
15.002871	11.995234
13.98362	13.02296
15.826802	12.345144
15.108971	12.24277
15.728845	12.808292
15.056692	10.891092
15.683891	10.707569
14.816599	12.414174
16.687715	12.261574
14.823615	11.846634
14.640666	12.337135
15.192671	12.428795
15.759224	11.72566
15.619414	11.237718
15.69885	11.776621
15.456377	11.56352
15.00459	12.06759
13.786302	11.893191
14.534433	12.267351
15.087276	11.930587
16.339429	12.563285
14.615511	11.452005
15.045414	12.318549
15.60763	11.787104
14.945043	12.044632
14.642008	12.248195
13.974382	11.579569
14.845756	11.974138
14.271712	12.652783
14.370089	12.073888
14.048128	11.348997
15.610595	12.881263
15.098636	12.558792
15.512043	11.794063
15.061625	11.504628
15.926472	12.597594
14.322259	12.640037
15.160591	12.114249
15.380976	12.46102
14.313982	11.81765
15.635647	10.945988
14.439585	12.259032
14.517664	12.214119
14.217453	11.776473
15.180971	12.134322
15.279192	12.712685
15.698054	11.59842
14.307774	11.485144
14.900411	12.737556
14.662813	12.04526
15.589599	12.208671
14.735171	11.091061
15.776049	12.053251
15.290796	11.767892
15.174013	12.659195
16.185796	12.147778
14.21194	12.469811
14.334346	12.870313
14.678479	12.166363
15.49084	12.232624
13.94542	11.761774
14.786661	12.265478
15.321431	12.043128
14.790841	12.349772
15.571135	12.276699
13.922733	12.427101
14.762016	12.127355
14.684048	11.852052
13.704398	12.63445
14.6669	11.685152
15.666702	12.544731
16.00758	12.080001
14.505894	11.292891
16.043492	11.418217
14.559707	12.161535
3.102078	1.944769
2.874834	1.896464
3.008795	2.072284
2.819951	2.065603
3.487003	2.005306
3.320802	1.950877
2.996383	2.075489
3.154369	1.835337
2.918554	2.232715
2.908302	2.086529
3.126991	2.332321
2.930906	2.176602
3.297744	2.495226
2.780673	2.991946
3.493486	1.744487
2.887058	1.706223
3.583565	1.6975
3.177437	1.793881
3.017619	1.57812
2.959348	2.283534
3.263515	1.848832
2.884656	1.152743
2.761438	2.89767
2.916686	2.31373
3.037091	1.800026
3.127149	1.825063
3.042364	2.078017
2.66552	1.807415
3.381001	2.133524
3.210632	2.898335
3.192339	1.694618
3.201613	2.126992
2.957651	2.208043
3.146096	1.998144
3.279398	2.065457
3.88612	2.536308
2.936834	1.513032
3.208108	1.774848
2.642361	1.963321
3.163656	1.898569
3.31697	2.012743
3.009443	1.924188
2.792173	1.973129
3.411801	1.795765
3.29694	1.675407
3.045285	2.174678
3.193291	1.875821
2.903244	2.129381
2.422693	1.415707
2.87961	1.951155
3.307882	5.051002
3.031157	3.267789
2.114997	3.665659
3.524815	3.677723
3.060026	4.477487
3.113886	1.950719
3.52673	1.85837
3.0789	2.095166
3.288496	2.109845
3.54755	2.083216
1.974764	2.060279
3.512979	1.987582
2.498727	1.96752
3.190787	1.992076
2.494529	2.115682
3.164629	1.931987
2.975137	1.736261
2.856654	2.049957
2.236065	1.942498
3.342443	1.957514
3.204168	1.944194
2.690019	2.145381
2.22669	2.019244
2.93694	1.973546
2.375029	1.904472
2.338837	2.14834
2.443312	1.986014
3.861621	1.961062
3.743889	1.985736
1.885658	1.897704
15.066187	11.523994
15.382956	11.132672
15.188897	11.724622
14.49194	11.862996
15.87286	11.536205
